new number,speaker,content
488,S.T.,"At the cathode, H+ (aq)are preferentially discharged as H+ has a much lower position than Na+ in the E.C.S. No matter what the concentration is, it is difficult for the Na+ to discharge. At the anode, Cl- (aq) are preferentially discharged. This is because although Cl- has a lower position than OH- in the E.C.S., they have a much higher concentration and so are prefere]ntially discharged."
489,R.Y.,"New information This experiment enables students to carry out the electrolysis of copper(II) sulphate solution and to link their findings with the industrial electrolytic refining of copper. This experiment is very interesting. As we all know that there will be a deposit is copper forming in the cathode. This will often be powdery and uneven. Then how is this related to electroplating? The answer is that if the current used is much lower, then the solid coating is shiny, impermeable and very difficult to rub off; this process forms the basis of electroplating. Chemical equation Bubbles of gas (oxygen) are formed at the anode. Cathode reaction: Cu2+(aq) + 2e- Å® Cu(s) Anode reaction: 2H2O(l) Å® O2(g) + 4H+(aq) + 4e- I need to understand why a much lower current can have electroplating? I also found a teaching website which teach us how to do this experiment, maybe someday we can all do it together? :D Beaker (250 cm3) Graphite electrode (about 5 mm diameter), 2 Copper strips, 2 - optional (see note 2) Retort stand and clamp to hold electrode (see note 1) DC power supply (6 volt) Light bulb (small, 6 volt, 5 watt) - optional (see note 3) Leads and crocodile clips Aqueous copper(II) sulfate, about 0.5 mol dm-3 (Low Hazard at concentration used), 200 cm3 (see note 4) Small pieces of emery paper"
490,T.C.,"When a solution of copper (II) sulphate is electrolysed using copper electrode the following reactions occur: At the cathode: Copper ions become copper atoms: Cu2+ (aq) + 2e- --> Cu (s) At the anode: The copper anode dissolves, forming copper ions: Cu (s) --> Cu2+ (aq) + 2e- mass of copper lost at anode = mass of copper gained at cathode "
491,T.C.,"We can use electrolysis to coat one metal with another. This is called electroplating. Electroplating is used a great deal in industry, for example; chrome-plating car bumpers. To coat a nickel vase with silver, we have to set the vase as the cathode and the silver as the anode. At the anode: Silver dissolves forming silver ions. Ag(s) --> Ag+(aq) + e- At the cathode: Silver ions receive electron and form a layer of silver on the vase. Ag+(aq) +e- --> Ag(s) "
492,K.C.,"My Theory In a zinc carbon cell manganese (IV) oxide is used because hydrogen will affect the effectiveness of conducting electricity. However hydrogen is useful in many ways. For instance, liquid hydrogen is used as the fuel for rockets."
493,i.l.,I need to understand I agree with you that rust can be removed by electrolysis. Can anyone suggest the relevant ionic equations here ? I wonder if the tarnish silver can also be recovered by electrolysis. How can this be done and what is the chemistry principles involved ??
494,J.L.,From the lesson we learnt that ut us only nearly all used up but there is hydrogen gas accumulated and hydrogen is a poor conductor.
495,D.L.,"I have also done some research in the internet about this topic. A battery explosion is caused by the misuse or malfunction of a battery, such as attempting to recharge a primary (non-rechargeable) battery, or short circuiting a battery. With car battery, explosions are most likely to occur when a short circuit generates very large current. In addition, car battery liberate hydrogen when they are overcharged (because of electrolysis of the water in the electrolyte). Normally the amount of overcharging is very small, as is the amount of explosive gas developed, and the gas dissipates quickly. However, when ""jumping"" a car battery, the high current can cause the rapid release of large volumes of hydrogen, which can be ignited by a nearby spark (for example, when removing the jumper cables). When a battery is recharged at an excessive rate, an explosive gas mixture of hydrogen and oxygen may be produced faster than it can escape from within the walls of the battery, leading to pressure build-up and the possibility of the battery case bursting. In extreme cases, the battery acid may spray violently from the casing of the battery and cause injury. Overcharging, that is attempting to charge a battery beyond its electrical capacity, can also lead to a battery explosion, leakage, or irreversible damage to the battery. It may also cause damage to the charger or device in which the overcharged battery is later used. Additionally, disposing of a battery in fire may cause an explosion as steam builds up within the sealed case of the battery. I need to understand what is the best way to prevent the explosion of the cell? "
496,J.L.,My Theory I don't think so but i think the depth you entered the electrode and the distance between two electrode matter instead. The deeper the larger i think
497,J.W.,"I think you are right about the separation between the two electrode would definitely affect the voltage, but I am not quite agree with the depth of electrode inserted. An electrode is something used to make contact with a nonmetallic part of a circuit (e.g. a semiconductor, an electrolyte or a vacuum), so I think it doesn't really matter whether it is more deep or not."
498,M.L.,"I need to understand Since a piece of filter paper is soaked into concentration solution so it can contains mobile ions, it becomes a salt bridge in a chemical cell. Can filter paper build up a porous pot in a Daniel cell? Is filter paper differentially permeable anyway?"
499,J.L.,"New information The usual type from the internet is called Earthenware, which is a common ceramic material."
500,J.L.,"Fresh potato has more water inside and that means there is more mobile ions and the ions can move more easily. Therefore, the voltage will be higher when there is more mobile ions."
501,J.L.,"Do not use water to extinguish magnesium fires because it can produce hydrogen which will feed the fire. The reaction is:[20] Mg (s) + 2 H2O (g) Å® Mg(OH)2 (s) + H2 (g) Carbon dioxide fire extinguishers also are not recommended, because magnesium can burn in carbon dioxide (forming magnesium oxide, and carbon). "
502,J.L.,"New information Burning magnesium can be extinguished using a Class D dry chemical fire extinguisher, or the fire can be covered with sand or magnesium foundry flux. Small magnesium metal fires may be conveniently extinguished by placing a polyethylene bag filled with dry sand atop the fire. The heat of the fire melts the bag, releasing the sand onto the fire. Class D: Sodium Chloride Copper based Graphite based Sodium carbonate based New water-based C"
